genres,movie_id,budget,title,popularity,release_date,revenue,ROI,Director
Family,10674,90000000,Mulan,21.180857,6/18/1998,304320254.0,238.13361555555556,Tony Bancroft
Adventure,10674,90000000,Mulan,21.180857,6/18/1998,304320254.0,238.13361555555556,Tony Bancroft
Mystery,846,66000000,The X Files,12.311615,6/19/1998,189198313.0,186.6641106060606,Rob Bowman
Science Fiction,846,66000000,The X Files,12.311615,6/19/1998,189198313.0,186.6641106060606,Rob Bowman
Thriller,846,66000000,The X Files,12.311615,6/19/1998,189198313.0,186.6641106060606,Rob Bowman
Comedy,3050,71000000,Doctor Dolittle,9.439079,6/22/1998,294456605.0,314.72761267605637,Betty Thomas
Family,3050,71000000,Doctor Dolittle,9.439079,6/22/1998,294456605.0,314.72761267605637,Betty Thomas
Fantasy,3050,71000000,Doctor Dolittle,9.439079,6/22/1998,294456605.0,314.72761267605637,Betty Thomas
Romance,1389,48000000,Out of Sight,7.349812,6/26/1998,77745568.0,61.96993333333334,Steven Soderbergh
Comedy,1389,48000000,Out of Sight,7.349812,6/26/1998,77745568.0,61.96993333333334,Steven Soderbergh
Crime,1389,48000000,Out of Sight,7.349812,6/26/1998,77745568.0,61.96993333333334,Steven Soderbergh
Romance,9464,1500000,Buffalo '66,9.167761,1/20/1998,2375097.0,58.3398,Vincent Gallo
Comedy,9464,1500000,Buffalo '66,9.167761,1/20/1998,2375097.0,58.3398,Vincent Gallo
Crime,9464,1500000,Buffalo '66,9.167761,1/20/1998,2375097.0,58.3398,Vincent Gallo
Drama,9464,1500000,Buffalo '66,9.167761,1/20/1998,2375097.0,58.3398,Vincent Gallo
Action,95,140000000,Armageddon,13.235112,7/1/1998,553799566.0,295.57111857142854,Michael Bay
Thriller,95,140000000,Armageddon,13.235112,7/1/1998,553799566.0,295.57111857142854,Michael Bay
Science Fiction,95,140000000,Armageddon,13.235112,7/1/1998,553799566.0,295.57111857142854,Michael Bay
Adventure,95,140000000,Armageddon,13.235112,7/1/1998,553799566.0,295.57111857142854,Michael Bay
Action,944,140000000,Lethal Weapon 4,14.470551,7/10/1998,285444603.0,103.88900214285715,Richard Donner
Adventure,944,140000000,Lethal Weapon 4,14.470551,7/10/1998,285444603.0,103.88900214285715,Richard Donner
Comedy,944,140000000,Lethal Weapon 4,14.470551,7/10/1998,285444603.0,103.88900214285715,Richard Donner
Crime,944,140000000,Lethal Weapon 4,14.470551,7/10/1998,285444603.0,103.88900214285715,Richard Donner
Thriller,944,140000000,Lethal Weapon 4,14.470551,7/10/1998,285444603.0,103.88900214285715,Richard Donner
Comedy,11551,40000000,Small Soldiers,10.03936,7/10/1998,54682547.0,36.7063675,Joe Dante
Adventure,11551,40000000,Small Soldiers,10.03936,7/10/1998,54682547.0,36.7063675,Joe Dante
Fantasy,11551,40000000,Small Soldiers,10.03936,7/10/1998,54682547.0,36.7063675,Joe Dante
Science Fiction,11551,40000000,Small Soldiers,10.03936,7/10/1998,54682547.0,36.7063675,Joe Dante
Action,11551,40000000,Small Soldiers,10.03936,7/10/1998,54682547.0,36.7063675,Joe Dante
Mystery,473,60000,Pi,10.621362,7/10/1998,3221152.0,5268.586666666667,Darren Aronofsky
Drama,473,60000,Pi,10.621362,7/10/1998,3221152.0,5268.586666666667,Darren Aronofsky
Thriller,473,60000,Pi,10.621362,7/10/1998,3221152.0,5268.586666666667,Darren Aronofsky
Romance,544,23000000,There's Something About Mary,11.688958,7/15/1998,369884651.0,1508.1941347826087,Bobby Farrelly
Comedy,544,23000000,There's Something About Mary,11.688958,7/15/1998,369884651.0,1508.1941347826087,Bobby Farrelly
Drama,65203,379000,The Broadway Melody,0.758012,2/8/1929,4358000.0,1049.8680738786281,Harry Beaumont
Music,65203,379000,The Broadway Melody,0.758012,2/8/1929,4358000.0,1049.8680738786281,Harry Beaumont
Romance,65203,379000,The Broadway Melody,0.758012,2/8/1929,4358000.0,1049.8680738786281,Harry Beaumont
Drama,33680,700000,Grand Hotel,11.118844,5/25/1932,2594000.0,270.57142857142856,Edmund Goulding
Romance,33680,700000,Grand Hotel,11.118844,5/25/1932,2594000.0,270.57142857142856,Edmund Goulding
Drama,56164,1180280,Cavalcade,1.196324,2/8/1933,7630000.0,546.456772969126,Frank Lloyd
Adventure,12311,1950000,Mutiny on the Bounty,7.135215,11/8/1935,4460000.0,128.71794871794873,Frank Lloyd
Drama,12311,1950000,Mutiny on the Bounty,7.135215,11/8/1935,4460000.0,128.71794871794873,Frank Lloyd
History,12311,1950000,Mutiny on the Bounty,7.135215,11/8/1935,4460000.0,128.71794871794873,Frank Lloyd
Romance,12311,1950000,Mutiny on the Bounty,7.135215,11/8/1935,4460000.0,128.71794871794873,Frank Lloyd
Comedy,34106,1644736,You Can't Take It With You,4.370592,8/23/1938,7433101.0,351.93277218957934,Frank Capra
Romance,34106,1644736,You Can't Take It With You,4.370592,8/23/1938,7433101.0,351.93277218957934,Frank Capra
Drama,43266,1250000,How Green Was My Valley,9.058578,10/28/1941,6000000.0,380.0,John Ford
Drama,27367,1344000,Mrs. Miniver,3.306745,6/4/1942,13500000.0,904.4642857142858,William Wyler
Romance,27367,1344000,Mrs. Miniver,3.306745,6/4/1942,13500000.0,904.4642857142858,William Wyler
War,27367,1344000,Mrs. Miniver,3.306745,6/4/1942,13500000.0,904.4642857142858,William Wyler
Drama,28580,1250000,The Lost Weekend,8.731331,11/25/1945,11000000.0,780.0,Billy Wilder
Drama,887,2100000,The Best Years of Our Lives,6.069343,12/25/1946,23650000.0,1026.1904761904764,William Wyler
History,887,2100000,The Best Years of Our Lives,6.069343,12/25/1946,23650000.0,1026.1904761904764,William Wyler
Romance,887,2100000,The Best Years of Our Lives,6.069343,12/25/1946,23650000.0,1026.1904761904764,William Wyler
Drama,33667,2000000,Gentleman's Agreement,6.857318,11/11/1947,7800000.0,290.0,Elia Kazan
Romance,33667,2000000,Gentleman's Agreement,6.857318,11/11/1947,7800000.0,290.0,Elia Kazan
Action,27191,4000000,The Greatest Show on Earth,4.011363,1/10/1952,36000000.0,800.0,Cecil B. DeMille
Drama,27191,4000000,The Greatest Show on Earth,4.011363,1/10/1952,36000000.0,800.0,Cecil B. DeMille
Romance,27191,4000000,The Greatest Show on Earth,4.011363,1/10/1952,36000000.0,800.0,Cecil B. DeMille
War,11426,1650000,From Here to Eternity,5.358582,8/28/1953,30500000.0,1748.4848484848485,Fred Zinnemann
Drama,11426,1650000,From Here to Eternity,5.358582,8/28/1953,30500000.0,1748.4848484848485,Fred Zinnemann
Romance,11426,1650000,From Here to Eternity,5.358582,8/28/1953,30500000.0,1748.4848484848485,Fred Zinnemann
Crime,654,910000,On the Waterfront,18.211093,6/22/1954,9600000.0,954.945054945055,Elia Kazan
Drama,654,910000,On the Waterfront,18.211093,6/22/1954,9600000.0,954.945054945055,Elia Kazan
Drama,15919,343000,Marty,11.589081,4/11/1955,3000000.0,774.6355685131196,Delbert Mann
Romance,15919,343000,Marty,11.589081,4/11/1955,3000000.0,774.6355685131196,Delbert Mann
Crime,1725,6000000,West Side Story,8.389903,10/18/1961,43656822.0,627.6137,Jerome Robbins
Drama,1725,6000000,West Side Story,8.389903,10/18/1961,43656822.0,627.6137,Jerome Robbins
Music,1725,6000000,West Side Story,8.389903,10/18/1961,43656822.0,627.6137,Jerome Robbins
Adventure,5769,1000000,Tom Jones,3.315827,10/6/1963,37600000.0,3660.0,Tony Richardson
Comedy,5769,1000000,Tom Jones,3.315827,10/6/1963,37600000.0,3660.0,Tony Richardson
History,5769,1000000,Tom Jones,3.315827,10/6/1963,37600000.0,3660.0,Tony Richardson
Romance,5769,1000000,Tom Jones,3.315827,10/6/1963,37600000.0,3660.0,Tony Richardson
Drama,874,3900000,A Man for All Seasons,6.997888,12/12/1966,28350000.0,626.9230769230769,Fred Zinnemann
History,874,3900000,A Man for All Seasons,6.997888,12/12/1966,28350000.0,626.9230769230769,Fred Zinnemann
Crime,10633,2000000,In the Heat of the Night,9.059617,8/2/1967,27379978.0,1268.9989,Norman Jewison
Drama,10633,2000000,In the Heat of the Night,9.059617,8/2/1967,27379978.0,1268.9989,Norman Jewison
Mystery,10633,2000000,In the Heat of the Night,9.059617,8/2/1967,27379978.0,1268.9989,Norman Jewison
Thriller,10633,2000000,In the Heat of the Night,9.059617,8/2/1967,27379978.0,1268.9989,Norman Jewison
Drama,17917,10000000,Oliver!,8.630078,9/26/1968,37402877.0,274.02877,Carol Reed
Family,17917,10000000,Oliver!,8.630078,9/26/1968,37402877.0,274.02877,Carol Reed
Music,17917,10000000,Oliver!,8.630078,9/26/1968,37402877.0,274.02877,Carol Reed
Drama,3116,3600000,Midnight Cowboy,10.579988,5/25/1969,44785053.0,1144.02925,John Schlesinger
Action,1051,1800000,The French Connection,6.694959,10/9/1971,41158757.0,2186.597611111111,William Friedkin
Crime,1051,1800000,The French Connection,6.694959,10/9/1971,41158757.0,2186.597611111111,William Friedkin
Thriller,1051,1800000,The French Connection,6.694959,10/9/1971,41158757.0,2186.597611111111,William Friedkin
Drama,1366,1000000,Rocky,14.774066,11/21/1976,117235147.0,11623.5147,John G. Avildsen
Drama,12102,8000000,Kramer vs. Kramer,9.741644,12/18/1979,106260000.0,1228.25,Robert Benton
Drama,9443,5500000,Chariots of Fire,6.877698,5/15/1981,58972904.0,972.2346181818182,Hugh Hudson
History,9443,5500000,Chariots of Fire,6.877698,5/15/1981,58972904.0,972.2346181818182,Hugh Hudson
Drama,606,31000000,Out of Africa,14.004074,12/20/1985,128499205.0,314.51356451612907,Sydney Pollack
Drama,746,23000000,The Last Emperor,11.076971,10/21/1987,43984230.0,91.23578260869564,Bernardo Bertolucci
History,746,23000000,The Last Emperor,11.076971,10/21/1987,43984230.0,91.23578260869564,Bernardo Bertolucci
Drama,380,25000000,Rain Man,11.267467,12/11/1988,412800000.0,1551.2,Barry Levinson
Comedy,403,7500000,Driving Miss Daisy,10.703677,12/13/1989,145793296.0,1843.9106133333332,Bruce Beresford
Drama,403,7500000,Driving Miss Daisy,10.703677,12/13/1989,145793296.0,1843.9106133333332,Bruce Beresford
Comedy,13820,1500000,Repo Man,6.357559,2/20/1984,2300000.0,53.333333333333336,Alex Cox
Crime,13820,1500000,Repo Man,6.357559,2/20/1984,2300000.0,53.333333333333336,Alex Cox
Science Fiction,13820,1500000,Repo Man,6.357559,2/20/1984,2300000.0,53.333333333333336,Alex Cox
Thriller,13820,1500000,Repo Man,6.357559,2/20/1984,2300000.0,53.333333333333336,Alex Cox
Adventure,13597,25000000,Labyrinth,13.009688,6/27/1986,12729917.0,-49.080332,Jim Henson
Family,13597,25000000,Labyrinth,13.009688,6/27/1986,12729917.0,-49.080332,Jim Henson
Fantasy,13597,25000000,Labyrinth,13.009688,6/27/1986,12729917.0,-49.080332,Jim Henson
Comedy,2108,1000000,The Breakfast Club,12.627678,2/15/1985,51525171.0,5052.5171,John Hughes
Drama,2108,1000000,The Breakfast Club,12.627678,2/15/1985,51525171.0,5052.5171,John Hughes
Horror,10014,3000000,A Nightmare on Elm Street Part 2: Freddy's Revenge,8.668146,10/31/1985,29999213.0,899.9737666666666,Jack Sholder
Horror,10072,5000000,A Nightmare on Elm Street 3: Dream Warriors,10.035081,2/27/1987,44793222.0,795.86444,Chuck Russell
Thriller,10072,5000000,A Nightmare on Elm Street 3: Dream Warriors,10.035081,2/27/1987,44793222.0,795.86444,Chuck Russell
Horror,10131,7000000,A Nightmare on Elm Street 4: The Dream Master,8.120317,8/19/1988,72500000.0,935.7142857142858,Renny Harlin
Thriller,10131,7000000,A Nightmare on Elm Street 4: The Dream Master,8.120317,8/19/1988,72500000.0,935.7142857142858,Renny Harlin
Horror,10160,8000000,A Nightmare on Elm Street 5: The Dream Child,7.534739,8/11/1989,22168359.0,177.1044875,Stephen Hopkins
Thriller,10160,8000000,A Nightmare on Elm Street 5: The Dream Child,7.534739,8/11/1989,22168359.0,177.1044875,Stephen Hopkins
Horror,11284,11000000,Freddy's Dead: The Final Nightmare,11.560358,9/5/1991,34872033.0,217.0184818181818,Rachel Talalay
Thriller,11284,11000000,Freddy's Dead: The Final Nightmare,11.560358,9/5/1991,34872033.0,217.0184818181818,Rachel Talalay
Comedy,11284,11000000,Freddy's Dead: The Final Nightmare,11.560358,9/5/1991,34872033.0,217.0184818181818,Rachel Talalay
Horror,4488,550000,Friday the 13th,12.146747,5/9/1980,59754601.0,10764.47290909091,Sean S. Cunningham
Horror,9725,1250000,Friday the 13th Part 2,8.710824,5/1/1981,21722776.0,1637.8220800000001,Steve Miner
Thriller,9725,1250000,Friday the 13th Part 2,8.710824,5/1/1981,21722776.0,1637.8220800000001,Steve Miner
Horror,9728,4000000,Friday the 13th Part III,7.99229,8/13/1982,36690067.0,817.251675,Steve Miner
Thriller,9728,4000000,Friday the 13th Part III,7.99229,8/13/1982,36690067.0,817.251675,Steve Miner
Horror,9730,2600000,Friday the 13th: The Final Chapter,10.175913,4/13/1984,32980880.0,1168.4953846153846,Joseph Zito
Thriller,9730,2600000,Friday the 13th: The Final Chapter,10.175913,4/13/1984,32980880.0,1168.4953846153846,Joseph Zito
Horror,9731,2200000,Friday the 13th: A New Beginning,9.094477,3/22/1985,21930418.0,896.8371818181819,Danny Steinmann
Thriller,9731,2200000,Friday the 13th: A New Beginning,9.094477,3/22/1985,21930418.0,896.8371818181819,Danny Steinmann
Horror,10225,3000000,Friday the 13th Part VI: Jason Lives,8.122042,8/1/1986,19472057.0,549.0685666666667,Tom McLoughlin
Mystery,10225,3000000,Friday the 13th Part VI: Jason Lives,8.122042,8/1/1986,19472057.0,549.0685666666667,Tom McLoughlin
Thriller,10225,3000000,Friday the 13th Part VI: Jason Lives,8.122042,8/1/1986,19472057.0,549.0685666666667,Tom McLoughlin
Horror,10281,2800000,Friday the 13th Part VII: The New Blood,7.909022,5/13/1988,19170001.0,584.6428928571428,John Carl Buechler
Thriller,10281,2800000,Friday the 13th Part VII: The New Blood,7.909022,5/13/1988,19170001.0,584.6428928571428,John Carl Buechler
Horror,10283,5000000,Friday the 13th Part VIII: Jason Takes Manhattan,7.743144,7/28/1989,14000000.0,180.0,Rob Hedden
Thriller,10283,5000000,Friday the 13th Part VIII: Jason Takes Manhattan,7.743144,7/28/1989,14000000.0,180.0,Rob Hedden
Horror,948,300000,Halloween,13.672759,10/25/1978,70000000.0,23233.333333333336,John Carpenter
Thriller,948,300000,Halloween,13.672759,10/25/1978,70000000.0,23233.333333333336,John Carpenter
Horror,11281,2500000,Halloween II,13.501144,10/30/1981,25533818.0,921.35272,Rick Rosenthal
Thriller,11281,2500000,Halloween II,13.501144,10/30/1981,25533818.0,921.35272,Rick Rosenthal
Horror,10676,2500000,Halloween III: Season of the Witch,6.066618,10/22/1982,14400000.0,476.0,Tommy Lee Wallace
Mystery,10676,2500000,Halloween III: Season of the Witch,6.066618,10/22/1982,14400000.0,476.0,Tommy Lee Wallace
Science Fiction,10676,2500000,Halloween III: Season of the Witch,6.066618,10/22/1982,14400000.0,476.0,Tommy Lee Wallace
Horror,11357,5000000,Halloween 4: The Return of Michael Myers,6.199806,10/21/1988,17768757.0,255.37514,Dwight H. Little
Thriller,11357,5000000,Halloween 4: The Return of Michael Myers,6.199806,10/21/1988,17768757.0,255.37514,Dwight H. Little
Horror,11361,5000000,Halloween 5: The Revenge of Michael Myers,6.585405,10/12/1989,11642254.0,132.84508,Dominique Othenin-Girard
Thriller,11361,5000000,Halloween 5: The Revenge of Michael Myers,6.585405,10/12/1989,11642254.0,132.84508,Dominique Othenin-Girard
Horror,36599,1000000,Prom Night,3.65867,7/18/1980,14796236.0,1379.6236000000001,Paul Lynch
Mystery,36599,1000000,Prom Night,3.65867,7/18/1980,14796236.0,1379.6236000000001,Paul Lynch
Thriller,36599,1000000,Prom Night,3.65867,7/18/1980,14796236.0,1379.6236000000001,Paul Lynch
Horror,10585,9000000,Child's Play,19.827546,11/8/1988,44196684.0,391.0742666666667,Tom Holland
Thriller,10585,9000000,Child's Play,19.827546,11/8/1988,44196684.0,391.0742666666667,Tom Holland
Drama,11186,13000000,Child's Play 2,14.310479,11/9/1990,35763605.0,175.10465384615387,John Lafia
Horror,11186,13000000,Child's Play 2,14.310479,11/9/1990,35763605.0,175.10465384615387,John Lafia
Thriller,11187,13000000,Child's Play 3,24.515462,8/30/1991,20560255.0,58.15580769230769,Jack Bender
Horror,11187,13000000,Child's Play 3,24.515462,8/30/1991,20560255.0,58.15580769230769,Jack Bender
Action,11187,13000000,Child's Play 3,24.515462,8/30/1991,20560255.0,58.15580769230769,Jack Bender
Horror,609,10700000,Poltergeist,11.776326,6/4/1982,122200000.0,1042.056074766355,Tobe Hooper
Horror,11133,19000000,Poltergeist II: The Other Side,6.701138,5/23/1986,40996665.0,115.77192105263158,Brian Gibson
Thriller,11133,19000000,Poltergeist II: The Other Side,6.701138,5/23/1986,40996665.0,115.77192105263158,Brian Gibson
Horror,10306,10500000,Poltergeist III,7.977693,6/10/1988,14144000.0,34.7047619047619,Gary Sherman
Thriller,10306,10500000,Poltergeist III,7.977693,6/10/1988,14144000.0,34.7047619047619,Gary Sherman
Drama,9552,8000000,The Exorcist,12.137595,12/26/1973,441306145.0,5416.3268125,William Friedkin
Horror,9552,8000000,The Exorcist,12.137595,12/26/1973,441306145.0,5416.3268125,William Friedkin
Thriller,9552,8000000,The Exorcist,12.137595,12/26/1973,441306145.0,5416.3268125,William Friedkin
Horror,11586,14000000,Exorcist II: The Heretic,8.266984,6/17/1977,30749142.0,119.63672857142858,John Boorman
Thriller,11586,14000000,Exorcist II: The Heretic,8.266984,6/17/1977,30749142.0,119.63672857142858,John Boorman
Fantasy,11586,14000000,Exorcist II: The Heretic,8.266984,6/17/1977,30749142.0,119.63672857142858,John Boorman
Adventure,941,15000000,Lethal Weapon,13.183804,3/6/1987,120207127.0,701.3808466666666,Richard Donner
Action,941,15000000,Lethal Weapon,13.183804,3/6/1987,120207127.0,701.3808466666666,Richard Donner
Comedy,941,15000000,Lethal Weapon,13.183804,3/6/1987,120207127.0,701.3808466666666,Richard Donner
Thriller,941,15000000,Lethal Weapon,13.183804,3/6/1987,120207127.0,701.3808466666666,Richard Donner
Crime,941,15000000,Lethal Weapon,13.183804,3/6/1987,120207127.0,701.3808466666666,Richard Donner
Action,942,25000000,Lethal Weapon 2,12.834276,7/7/1989,227853986.0,811.415944,Richard Donner
Adventure,942,25000000,Lethal Weapon 2,12.834276,7/7/1989,227853986.0,811.415944,Richard Donner
Comedy,942,25000000,Lethal Weapon 2,12.834276,7/7/1989,227853986.0,811.415944,Richard Donner
Crime,942,25000000,Lethal Weapon 2,12.834276,7/7/1989,227853986.0,811.415944,Richard Donner
Thriller,942,25000000,Lethal Weapon 2,12.834276,7/7/1989,227853986.0,811.415944,Richard Donner
Adventure,943,35000000,Lethal Weapon 3,10.786007,5/15/1992,321731527.0,819.2329342857142,Richard Donner
Action,943,35000000,Lethal Weapon 3,10.786007,5/15/1992,321731527.0,819.2329342857142,Richard Donner
Comedy,943,35000000,Lethal Weapon 3,10.786007,5/15/1992,321731527.0,819.2329342857142,Richard Donner
Thriller,943,35000000,Lethal Weapon 3,10.786007,5/15/1992,321731527.0,819.2329342857142,Richard Donner
Crime,943,35000000,Lethal Weapon 3,10.786007,5/15/1992,321731527.0,819.2329342857142,Richard Donner
Fantasy,927,11000000,Gremlins,11.333125,6/7/1984,153083102.0,1291.6645636363637,Joe Dante
Horror,927,11000000,Gremlins,11.333125,6/7/1984,153083102.0,1291.6645636363637,Joe Dante
Comedy,927,11000000,Gremlins,11.333125,6/7/1984,153083102.0,1291.6645636363637,Joe Dante
Comedy,928,50000000,Gremlins 2: The New Batch,14.383185,6/15/1990,41482207.0,-17.035586,Joe Dante
Horror,928,50000000,Gremlins 2: The New Batch,14.383185,6/15/1990,41482207.0,-17.035586,Joe Dante
Fantasy,928,50000000,Gremlins 2: The New Batch,14.383185,6/15/1990,41482207.0,-17.035586,Joe Dante
Adventure,9340,19000000,The Goonies,14.280703,6/6/1985,61503218.0,223.70114736842103,Richard Donner
Comedy,9340,19000000,The Goonies,14.280703,6/6/1985,61503218.0,223.70114736842103,Richard Donner
Family,9340,19000000,The Goonies,14.280703,6/6/1985,61503218.0,223.70114736842103,Richard Donner
Action,9342,95000000,The Mask of Zorro,11.348096,7/16/1998,250288523.0,163.46160315789473,Martin Campbell
Adventure,9342,95000000,The Mask of Zorro,11.348096,7/16/1998,250288523.0,163.46160315789473,Martin Campbell
Drama,19,92620000,Metropolis,14.487867,1/10/1927,650422.0,-99.29775210537682,Fritz Lang
Science Fiction,19,92620000,Metropolis,14.487867,1/10/1927,650422.0,-99.29775210537682,Fritz Lang
Adventure,165,40000000,Back to the Future Part II,13.689855,11/20/1989,332000000.0,730.0,Robert Zemeckis
Comedy,165,40000000,Back to the Future Part II,13.689855,11/20/1989,332000000.0,730.0,Robert Zemeckis
Family,165,40000000,Back to the Future Part II,13.689855,11/20/1989,332000000.0,730.0,Robert Zemeckis
Science Fiction,165,40000000,Back to the Future Part II,13.689855,11/20/1989,332000000.0,730.0,Robert Zemeckis
Adventure,196,40000000,Back to the Future Part III,13.043999,5/25/1990,244527583.0,511.3189575,Robert Zemeckis
Comedy,196,40000000,Back to the Future Part III,13.043999,5/25/1990,244527583.0,511.3189575,Robert Zemeckis
Family,196,40000000,Back to the Future Part III,13.043999,5/25/1990,244527583.0,511.3189575,Robert Zemeckis
Science Fiction,196,40000000,Back to the Future Part III,13.043999,5/25/1990,244527583.0,511.3189575,Robert Zemeckis
Action,551,5000000,The Poseidon Adventure,10.341849,12/1/1972,84563118.0,1591.26236,Ronald Neame
Adventure,551,5000000,The Poseidon Adventure,10.341849,12/1/1972,84563118.0,1591.26236,Ronald Neame
Animation,3170,858000,Bambi,13.698132,8/14/1942,267447150.0,31070.996503496503,David Hand
Drama,3170,858000,Bambi,13.698132,8/14/1942,267447150.0,31070.996503496503,David Hand
Family,3170,858000,Bambi,13.698132,8/14/1942,267447150.0,31070.996503496503,David Hand
Action,346,2000000,Seven Samurai,15.01777,4/26/1954,271841.0,-86.40795,Akira Kurosawa
Drama,346,2000000,Seven Samurai,15.01777,4/26/1954,271841.0,-86.40795,Akira Kurosawa
Drama,859,14000000,Dangerous Liaisons,11.46781,12/16/1988,34670720.0,147.648,Stephen Frears
Romance,859,14000000,Dangerous Liaisons,11.46781,12/16/1988,34670720.0,147.648,Stephen Frears
Action,841,40000000,Dune,9.261189,12/14/1984,30925690.0,-22.685775,David Lynch
Science Fiction,841,40000000,Dune,9.261189,12/14/1984,30925690.0,-22.685775,David Lynch
Adventure,841,40000000,Dune,9.261189,12/14/1984,30925690.0,-22.685775,David Lynch
Drama,11051,7000000,The Last Temptation of Christ,11.370288,8/12/1988,8373585.0,19.622642857142857,Martin Scorsese
Crime,242,54000000,The Godfather: Part III,17.185349,12/24/1990,136766062.0,153.27048518518518,Francis Ford Coppola
Drama,242,54000000,The Godfather: Part III,17.185349,12/24/1990,136766062.0,153.27048518518518,Francis Ford Coppola
Thriller,242,54000000,The Godfather: Part III,17.185349,12/24/1990,136766062.0,153.27048518518518,Francis Ford Coppola
Mystery,1411,1227401,The Rapture,8.319631,10/4/1991,1277401.0,4.073648302388543,Michael Tolkin
Drama,1411,1227401,The Rapture,8.319631,10/4/1991,1277401.0,4.073648302388543,Michael Tolkin
Drama,9769,62000000,Lolita,10.618141,9/27/1997,1060056.0,-98.29023225806452,Adrian Lyne
Romance,9769,62000000,Lolita,10.618141,9/27/1997,1060056.0,-98.29023225806452,Adrian Lyne
Mystery,9424,15000000,Disturbing Behavior,11.054751,7/24/1998,17507368.0,16.715786666666666,David Nutter
Horror,9424,15000000,Disturbing Behavior,11.054751,7/24/1998,17507368.0,16.715786666666666,David Nutter
Science Fiction,9424,15000000,Disturbing Behavior,11.054751,7/24/1998,17507368.0,16.715786666666666,David Nutter
Comedy,9835,10000000,Jane Austen's Mafia!,6.046893,7/24/1998,19000000.0,90.0,Jim Abrahams
Crime,9835,10000000,Jane Austen's Mafia!,6.046893,7/24/1998,19000000.0,90.0,Jim Abrahams
Drama,857,70000000,Saving Private Ryan,21.758054,7/24/1998,481840909.0,588.3441557142858,Steven Spielberg
History,857,70000000,Saving Private Ryan,21.758054,7/24/1998,481840909.0,588.3441557142858,Steven Spielberg
War,857,70000000,Saving Private Ryan,21.758054,7/24/1998,481840909.0,588.3441557142858,Steven Spielberg
Animation,10957,25000000,The Black Cauldron,9.806685,7/24/1985,21288692.0,-14.845232,Ted Berman
Adventure,9570,20000000,The Black Hole,7.499388,12/18/1979,35841901.0,79.20950500000001,Gary Nelson
Family,9570,20000000,The Black Hole,7.499388,12/18/1979,35841901.0,79.20950500000001,Gary Nelson
Science Fiction,9570,20000000,The Black Hole,7.499388,12/18/1979,35841901.0,79.20950500000001,Gary Nelson
Action,9570,20000000,The Black Hole,7.499388,12/18/1979,35841901.0,79.20950500000001,Gary Nelson
Drama,65157,5000000,Cheetah,0.011574,8/18/1989,8153677.0,63.073539999999994,Jeff Blyth
Family,65157,5000000,Cheetah,0.011574,8/18/1989,8153677.0,63.073539999999994,Jeff Blyth
Comedy,9994,14000000,The Great Mouse Detective,11.183924,7/2/1986,38625550.0,175.8967857142857,Ron Clements
Animation,9994,14000000,The Great Mouse Detective,11.183924,7/2/1986,38625550.0,175.8967857142857,Ron Clements
Family,9994,14000000,The Great Mouse Detective,11.183924,7/2/1986,38625550.0,175.8967857142857,Ron Clements
Comedy,10439,28000000,Hocus Pocus,10.390708,7/16/1993,39514713.0,41.123975,Kenny Ortega
Family,10439,28000000,Hocus Pocus,10.390708,7/16/1993,39514713.0,41.123975,Kenny Ortega
Fantasy,10439,28000000,Hocus Pocus,10.390708,7/16/1993,39514713.0,41.123975,Kenny Ortega
Adventure,11158,40000000,Honey I Blew Up the Kid,12.337898,7/16/1992,58662452.0,46.656130000000005,Randal Kleiser
Comedy,11158,40000000,Honey I Blew Up the Kid,12.337898,7/16/1992,58662452.0,46.656130000000005,Randal Kleiser
Family,11158,40000000,Honey I Blew Up the Kid,12.337898,7/16/1992,58662452.0,46.656130000000005,Randal Kleiser
Science Fiction,11158,40000000,Honey I Blew Up the Kid,12.337898,7/16/1992,58662452.0,46.656130000000005,Randal Kleiser
Adventure,9354,32000000,"Honey, I Shrunk the Kids",12.358786,6/22/1989,222724172.0,596.0130375,Joe Johnston
Comedy,9354,32000000,"Honey, I Shrunk the Kids",12.358786,6/22/1989,222724172.0,596.0130375,Joe Johnston
Family,9354,32000000,"Honey, I Shrunk the Kids",12.358786,6/22/1989,222724172.0,596.0130375,Joe Johnston
Science Fiction,9354,32000000,"Honey, I Shrunk the Kids",12.358786,6/22/1989,222724172.0,596.0130375,Joe Johnston
Action,9631,50000000,The Negotiator,7.65502,7/29/1998,44547681.0,-10.904638,F. Gary Gray
Adventure,9631,50000000,The Negotiator,7.65502,7/29/1998,44547681.0,-10.904638,F. Gary Gray
Crime,9631,50000000,The Negotiator,7.65502,7/29/1998,44547681.0,-10.904638,F. Gary Gray
Drama,9631,50000000,The Negotiator,7.65502,7/29/1998,44547681.0,-10.904638,F. Gary Gray
Mystery,9631,50000000,The Negotiator,7.65502,7/29/1998,44547681.0,-10.904638,F. Gary Gray
Thriller,9631,50000000,The Negotiator,7.65502,7/29/1998,44547681.0,-10.904638,F. Gary Gray
Documentary,1779,160000,Roger & Me,4.877009,9/1/1989,6706368.0,4091.48,Michael Moore
History,1779,160000,Roger & Me,4.877009,9/1/1989,6706368.0,4091.48,Michael Moore
Fantasy,10849,15000000,The Purple Rose of Cairo,6.133697,3/1/1985,10631333.0,-29.124446666666664,Woody Allen
Comedy,10849,15000000,The Purple Rose of Cairo,6.133697,3/1/1985,10631333.0,-29.124446666666664,Woody Allen
